buyer_nif,buyer_name,entity_type,distrito,n_flagged,n_observation,total_value,max_z_score
503933813,"Infraestruturas de Portugal, S.A.",Outro,Portugal Continental,0,1,199428.55,1.8942465251541332
510838200,União das Freguesias de Mouraz e Vila Nova da Rainha,Freguesia,Viseu,0,1,104467.52,1.8942465251541332
502661038,Município de Abrantes,Município,Santarém,0,2,548946.3200000001,1.8942465251541332
510103448,"Centro Hospitalar e Universitário de Coimbra, E. P. E.",Hospital,Coimbra,0,2,397886.4,1.8942465251541332
509822940,"Centro Hospitalar Tondela-Viseu, E. P. E.",Hospital,Viseu,0,2,525889.8,1.8942465251541332
507564243,Freguesia de Corroios,Freguesia,Setúbal,0,1,143683.03999999998,1.8942465251541332
508080142,"Unidade Local de Saúde de São José, E. P. E.",Hospital,Lisboa,0,1,191413.58000000002,1.8942465251541332
508080827,"Hospital da Senhora da Oliveira Guimarães, E. P. E.",Hospital,Braga,0,1,99503.0,1.8942465251541332
508184258,"Instituto dos Registos e do Notariado, I. P.",Instituto,Lisboa,0,1,332821.5,1.8942465251541332
505187531,Câmara Municipal de Cascais,Município,Lisboa,0,2,401976.68,1.8942465251541332
505322730,"EMARP - Empresa Municipal de Águas e Resíduos de Portimão, E. M., S. A.",Outro,Faro,0,1,106420.0,1.8942465251541332
506566307,"AC, Águas de Coimbra, EM",Outro,Coimbra,0,1,127245.0,1.8942465251541332
507606787,"Centro Hospitalar de Setúbal, E. P. E.",Hospital,Setúbal,0,1,211458.0,1.8942465251541332
502662875,Faculdade Medicina Universidade de Lisboa,Outro,Lisboa,0,1,119653.0,1.8942465251541332
502704977,Município de Sever do Vouga,Município,Aveiro,0,1,214855.0,1.8942465251541332
503933813,"Infraestruturas de Portugal, S. A.",Outro,Portugal Continental,0,3,561168.97,1.8942465251541332
503671320,"Metro Mondego, S.A.",Outro,Coimbra,0,1,117878.0,1.8942465251541332
501288120,Município de Alvito,Município,Beja,0,1,95517.98000000001,1.8942465251541332
501275380,Município de Condeixa-a-Nova,Município,Coimbra,0,1,155387.94,1.8942465251541332
501442600,"Instituto do Emprego e Formação Profissional, IP",Instituto,Guarda,0,1,152605.0,1.8942465251541332
502280301,NERBE/AEBAL - Associação Empresarial do Baixo Alentejo e Litoral,Outro,Beja,0,1,104400.0,1.8942465251541332
504443127,"Coopetape - Cooperativa de Ensino, C. R. L.",Outro,Viana do Castelo,0,1,156316.41,1.8942465251541332
504703129,"AMBISOUSA - Empresa Intermunicipal de Tratamento e Gestão de Residuos Sólidos, E.I.M.",Outro,Porto,0,1,246135.0,1.8942465251541332
500745943,Município de Oeiras,Município,Lisboa,0,1,142179.0,1.8942465251541332
600082970,"Agrupamento de Escolas Padre João Coelho Cabanita, Loulé",Outro,Faro,0,1,108819.27,1.8942465251541332
501176080,"Instituto dos Vinhos do Douro e do Porto, I. P.",Instituto,Vila Real,0,1,89250.13,1.8942465251541332
501129103,Município de Mora,Município,Évora,0,1,81000.0,1.8942465251541332
600075150,"Agrupamento de Escolas de Rates, Póvoa de Varzim",Outro,Porto,0,1,132312.22,1.8942465251541332
600037100,Direção-Geral da Saúde,Outro,Lisboa,0,1,90550.0,1.8942465251541332
503410764,Alentejo XXI - Associação de Desenvolvimento Integrado do Meio Rural,Outro,Beja,0,1,106955.0,1.8942465251541332
503035416,"Hospital Professor Doutor Fernando Fonseca, E. P. E.",Hospital,Lisboa,0,2,411159.8,1.8942465251541332
502083514,Universidade da Beira Interior,Outro,Castelo Branco,0,1,172800.0,1.8942465251541332
513060715,SANJOTEC - Associação Científica e Tecnológica,Outro,Aveiro,0,1,117651.0,1.8942465251541332
600006700,"Escola Secundária Henrique Medina, Esposende",Outro,Braga,0,1,205035.1,1.8942465251541332
501442600,Centro de Emprego e Formação Profissional do Porto,Outro,Porto,0,1,107985.0,1.8942465251541332
508481287,"Centro Hospitalar Universitário de Lisboa Norte, EPE",Hospital,Lisboa,0,1,989515.86,1.8942465251541332
506415082,Município de Coimbra,Município,Coimbra,0,1,129748.75,1.8942465251541332
508666236,"Instituto do Turismo de Portugal, I. P.",Instituto,Coimbra,0,2,236961.79,1.8942465251541332
508779472,Comunidade Intermunicipal do Cávado,Outro,Braga,0,1,149490.0,1.8942465251541332
509364390,CIMAC - Comunidade Intermunicipal do Alentejo Central,Outro,Évora,0,2,312007.81,1.8942465251541332
508831725,Comunidade Intermunicipal da Beira Baixa,Outro,Castelo Branco,0,1,161850.0,1.8942465251541332
504300156,Ciência Viva - Agência Nacional para a Cultura Científica e Tecnológica,Outro,Lisboa,0,1,4467584.15,1.8545798329918384
506806898,Município de Miranda do Douro,Município,Braganca,0,1,4371381.98,1.834746486910691
514387130,"Águas do Tejo Atlântico, S. A.",Outro,Lisboa,0,1,4973200.39,1.8273089821302608
512042659,Município de Nordeste,Município,Região Autónoma dos Açores,0,1,499732.08,1.8011160305122238
508047790,Comunidade Intermunicipal Viseu Dão Lafões,Outro,Viseu,0,1,3069184.73,1.7884686793880138
506494926,COTEC Portugal - Associação Empresarial para a Inovação,Outro,Lisboa,0,1,199720.0,1.729477188479986
509761534,CIMBAL - Comunidade Intermunicipal do Baixo Alentejo,Outro,Beja,0,1,636444.17,1.6995191272665044
503933813,Infraestruturas de Portugal - Rodovia,Outro,Portugal Continental,0,1,427778.89999999997,1.6995191272665044
514107405,Startup Portugal - Associação Portuguesa para a Promoção do Empreendedorismo - SPAPPE,Outro,Faro,0,1,355121.0,1.6995191272665044
502613092,"IP Património - Administração e Gestão Imobiliária, S. A.",Outro,Portugal Continental,0,1,635060.0,1.6995191272665044
513637257,Autoridade da Mobilidade e dos Transportes,Outro,Lisboa,0,1,239439.35,1.6995191272665044
509575838,"UC Next, Unipessoal Lda.",Outro,Coimbra,0,1,152160.0,1.6995191272665044
512013241,Município de Ribeira Grande,Município,Região Autónoma dos Açores,0,1,333850.0,1.6562463721803646
503539473,Município de Albufeira,Município,Faro,0,4,1475455.79,1.6562463721803646
513454128,Instituto de Desenvolvimento e Inclusão Social - IDIS,Instituto,Porto,0,1,148400.0,1.6562463721803646
505037700,"Domus Social, EM",Outro,Porto,0,1,151320.0,1.6562463721803646
508338476,Centro Hospitalar Psiquiátrico de Lisboa,Hospital,Lisboa,0,1,106665.0,1.6562463721803646
506215695,Município do Fundão,Município,Castelo Branco,0,1,225913.0,1.6562463721803646
507964446,Freguesia de Ribeira de Fráguas,Freguesia,Aveiro,0,1,123500.0,1.6562463721803646
600075826,Comissão de Coordenação e Desenvolvimento Regional do Alentejo,Outro,Évora,0,1,158714.22,1.6562463721803646
600072800,"Agrupamento de Escolas de Santa Maria Maior, Viana do Castelo",Outro,Viana do Castelo,0,1,155635.5,1.6562463721803646
501306234,Município de Oliveira de Frades,Município,Viseu,0,1,129057.8,1.5882463284735737
503683388,CEFOSAP - Centro de Formação Sindical e Aperfeiçoamento Profissional,Outro,Porto,0,1,97038.0,1.5882463284735737
507012100,Município da Nazaré,Município,Leiria,0,2,1314204.03,1.5882463284735737
506824942,Município de Sabrosa,Município,Vila Real,0,1,143153.27,1.5882463284735737
506802698,Município de Óbidos,Município,Leiria,0,1,145819.84,1.5882463284735737
600086097,"Agrupamento de Escolas Pinheiro e Rosa, Faro",Outro,Faro,0,1,116530.0,1.5882463284735737
600084337,"Agrupamento de Escolas Dr.ª Laura Ayres, Loulé",Outro,Faro,0,1,203521.72,1.5882463284735737
600084108,Agrupamento de Escolas de Penacova,Outro,Coimbra,0,1,120359.25,1.5882463284735737
510834620,União das Freguesias de Arez e Amieira do Tejo,Freguesia,Portalegre,0,1,196000.0,1.5882463284735737
506151174,Município de Viana do Alentejo,Município,Évora,0,1,163425.0,1.5882463284735737
506572218,Município de Lamego,Município,Viseu,0,1,293690.5,1.5882463284735737
505656000,Município de Rio Maior,Município,Santarém,0,1,309227.67,1.5882463284735737
507725077,"Lagos em Forma - Gestão Desportiva, E. M., S. A.",Outro,Faro,0,1,809972.0,1.5882463284735737
505255391,"AMBILITAL - Investimentos Ambientais no Alentejo, E. I. M.",Outro,Setúbal,0,1,355147.0,1.5882463284735737
508085888,"Hospital do Espírito Santo de Évora, E. P. E.",Hospital,Évora,0,1,59862.3,1.5882463284735737
600082032,Agrupamento de Escolas do Carregado,Outro,Lisboa,0,1,94478.55,1.5882463284735737
501427511,Instituto Nacional de Saúde Dr.Ricardo Jorge(INSA),Instituto,Lisboa,0,1,135547.55,1.5882463284735737
515545236,"Tejo Ambiente - Empresa Intermunicipal de Ambiente do Médio Tejo, E. I. M., S. A.",Outro,Santarém,0,1,234860.0,1.5882463284735737
503941565,"Promotorres, E. M.",Outro,Lisboa,0,2,308273.87,1.5882463284735737
504603205,Fundação Escola Profissional de Leiria,Outro,Leiria,0,1,136302.41,1.5882463284735737
504748114,"Desmor, E. M., S. A.",Outro,Santarém,0,1,94854.4,1.5882463284735737
504828576,Município de Évora,Município,Évora,0,1,898840.0,1.5882463284735737
505120151,"Feira Viva - Cultura e Desporto, E. M.",Outro,Aveiro,0,1,80775.0,1.5882463284735737
504538314,"Cascais Envolvente -  Gestão Social da Habitação, E. M., S. A.",Outro,Lisboa,0,1,229960.0,1.5882463284735737
507084233,Freguesia de Lousa,Freguesia,Lisboa,0,1,81000.0,1.5882463284735737
507237900,Freguesia da Barrosa,Freguesia,Santarém,0,1,121910.0,1.5882463284735737
507076338,Freguesia de Seroa,Freguesia,Porto,0,1,101465.0,1.5882463284735737
511236077,Associação de Promoção da Região Autónoma da Madeira,Outro,Portugal Continental,0,1,263939.22,1.5882463284735737
503539473,MUNICÍPIO DE ALBUFEIRA,Município,Faro,0,1,106076.8,1.5882463284735737
503311332,"EMEL - Empresa Municipal de Mobilidade e Estacionamento de Lisboa, E. M., S. A.",Outro,Lisboa,0,1,1216981.52,1.5882463284735737
512074771,Município de São Roque do Pico,Município,Região Autónoma dos Açores,0,1,209590.09,1.5882463284735737
680020063,Serviços Municipalizados de Viseu,Outro,Viseu,0,1,137206.5,1.5882463284735737
600078671,Agrupamento de Escolas n.º 4 de Évora,Outro,Évora,0,1,180069.5,1.5882463284735737
501144218,Município de Sesimbra,Município,Setúbal,0,1,174154.44,1.5882463284735737
600011712,Polícia Judiciária,Outro,Lisboa,0,1,864828.16,1.5882463284735737
600032205,Secretaria-Geral do Ministério da Defesa Nacional,Ministério,Lisboa,0,1,162770.4,1.5882463284735737
501294163,Município de Anadia,Município,Aveiro,0,1,613493.0,1.5882463284735737
501685596,JOBRA - Associação de Jovens da Branca,Outro,Aveiro,0,1,158123.75,1.5882463284735737
600018709,Direção-Geral do Tribunal de Contas,Outro,Lisboa,0,1,100585.03,1.5882463284735737
600076075,Agrupamento de Escolas de Souselo,Outro,Viseu,0,1,72356.18,1.5882463284735737
501262997,Município de Mangualde,Município,Viseu,0,1,331844.0,1.5882463284735737
506676170,Município de Seia,Município,Guarda,0,1,2128469.26,1.5796868824125792
506829987,Agência Regional de Promoção Turística do Alentejo - Turismo do Alentejo,Outro,Beja,0,1,1849069.01,1.5437372089564014
506666018,Município de Carrazeda de Ansiães,Município,Braganca,0,1,174488.0,1.5372462956934807
509822932,"CENTRO HOSPITALAR DE LEIRIA, E.P.E.",Hospital,Leiria,0,1,2990470.75,1.5372462956934807
514993871,"Centro Hospitalar do Oeste, E. P. E.",Hospital,Leiria,0,1,235513.63,1.5372462956934807
501206639,Município de Mourão,Município,Évora,0,1,2732769.92,1.5309831337731181
