pair_key,buyer_nif,buyer_name,supplier_nif,supplier_name,entity_type,distrito,n_contracts,n_near,near_rate,z_score,total_value,min_gap_days,years_active,tier
502098139|507588452,502098139,Município de Loulé,507588452,"COPROFIS - ENGENHARIA, CONSULTORIA E FORMAÇÃO, LDA",Município,Faro,5,3,0.6,2.322646800506916,158582.65,400.0,5,In observation
502150319|502561815,502150319,Município de Alcácer do Sal,502561815,"Tfuel, Lda",Município,Setúbal,5,3,0.6,2.322646800506916,105165.0,323.0,5,In observation
502174153|513790837,502174153,Município de Moura,513790837,"NEXO - SERVIÇOS DE ENGENHARIA, LDA",Município,Beja,5,3,0.6,2.322646800506916,105425.0,505.0,5,In observation
502246111|UNKNOWN,502246111,Novotecna - Associação para o Desenvolvimento Tecnológico,,Ivone Carla Simões Oliveira do Bem,Outro,Coimbra,5,3,0.6,2.322646800506916,85549.94,0.0,4,In observation
502266694|513735917,502266694,Comunidade Intermunicipal do Oeste,513735917,"Wecul- Sistemas de Informação, Lda",Outro,Leiria,5,3,0.6,2.322646800506916,103530.0,221.0,5,In observation
502563010|500697370,502563010,Município de Sines,500697370,"PETROGAL, S.A.",Município,Setúbal,5,3,0.6,2.322646800506916,94700.1,67.0,4,In observation
502563010|509837263,502563010,Município de Sines,509837263,"Emviagem Rent-a-Car, Lda",Município,Setúbal,5,3,0.6,2.322646800506916,130265.0,357.0,5,In observation
502857145|500231206,502857145,FUNDAÇÃO CENTRO CULTURAL DE BELÉM,500231206,"Resopre - Sociedade Revendedora de Aparelhos de Precisão, S.A.",Outro,Lisboa,5,3,0.6,2.322646800506916,65769.99,62.0,3,In observation
502971096|513735917,502971096,CI-AMAL - Comunidade Intermunicipal do Algarve,513735917,"Wecul Sistemas de Informação, Lda",Outro,Faro,5,3,0.6,2.322646800506916,145528.0,97.0,5,In observation
503148709|504799541,503148709,"Administração Regional de Saúde do Algarve, I. P.",504799541,MedicineOne Life Sciences Computing S.A.,Outro,Faro,5,3,0.6,2.322646800506916,87875.0,27.0,4,In observation
503533114|507011724,503533114,Associação Amigos do Coliseu do Porto,507011724,"RONSEGUR – RONDAS E SEGURANÇA, S.A.",Outro,Porto,5,3,0.6,2.322646800506916,281424.3,39.0,3,In observation
503539473|501351167,503539473,Município de Albufeira,501351167,"Rentokil Initial Portugal - Serviços de Proteção Ambiental, Lda",Município,,5,3,0.6,2.322646800506916,139245.0,,2,In observation
503657190|507477740,503657190,Escola Nacional de Bombeiros,507477740,"Canon Portugal, S.A",Outro,Coimbra,5,3,0.6,2.322646800506916,137980.07,386.0,5,In observation
503692310|507799607,503692310,Ordem dos Contabilistas Certificados,507799607,"SYSBIZZ INFORMATION TECHNOLOGIES, LDA",Outro,Lisboa,5,3,0.6,2.322646800506916,108000.0,308.0,5,In observation
504288806|503412031,504288806,ANAC - Autoridade Nacional da Aviação Civil,503412031,"CLARANET PORTUGAL, S,A",Outro,Lisboa,5,3,0.6,2.322646800506916,180837.8,35.0,4,In observation
504293125|501290010,504293125,Município de Odivelas,501290010,Pedro e Paulo Lda,Município,Lisboa,5,3,0.6,2.322646800506916,91400.0,349.0,5,In observation
504296434|500231206,504296434,Município da Trofa,500231206,"RESOPRE - SOC.REV.APARELHOS DE PRECISAO, S.A.",Município,Porto,5,3,0.6,2.322646800506916,137127.6,366.0,5,In observation
504515250|UNKNOWN,504515250,"Profigaia - Sociedade de Educação e Formação Tecnológica e Profissional, L.da",,José Miguel de Carvalho Barroso,Outro,Porto,5,3,0.6,2.322646800506916,73080.0,44.0,2,In observation
504658948|UNKNOWN,504658948,Fundação Manuel Viegas Guerreiro,,PEDRO ALEXANDRE CAIADO GONÇALVES,Outro,Faro,5,3,0.6,2.322646800506916,77695.0,26.0,3,In observation
505170876|506887928,505170876,Município de Lagos,506887928,"CDICEP- Central de Informação, Comunicação, Eventos e Publicações, Lda",Município,Faro,5,3,0.6,2.322646800506916,185320.0,289.0,5,In observation
505187531|506206173,505187531,Município de Cascais,506206173,JAVALI - Administração e Desenvolvimento de Sistemas,Município,Lisboa,5,3,0.6,2.322646800506916,78694.56,472.0,5,In observation
505187531|513010661,505187531,Município de Cascais,513010661,NOVA.ID.FCT - Associação para a Inovação e Desenvolvimento da FCT,Município,Lisboa,5,3,0.6,2.322646800506916,125310.54000000001,0.0,4,In observation
505279460|514519215,505279460,Município de Lousada,514519215,"TekPrivacy, Lda",Município,Porto,5,3,0.6,2.322646800506916,99300.0,314.0,5,In observation
505309939|503442330,505309939,Município de Portimão,503442330,"PIROTECNIA MINHOTA, LDA.",Município,Faro,5,3,0.6,2.322646800506916,132690.0,360.0,5,In observation
505335018|510034420,505335018,Município de Vila Nova de Gaia,510034420,"Lusquinhos &amp; Costa - Viagens e Turismo, Lda.",Município,Porto,5,3,0.6,2.322646800506916,127685.0,186.0,4,In observation
505592940|509181902,505592940,Município de Melgaço,509181902,Velha Lamparina - União de Artes e Ofícios e Recriações Históricas,Município,Viana do Castelo,5,3,0.6,2.322646800506916,111657.0,362.0,5,In observation
505931192|501564624,505931192,Município de Aveiro,501564624,"A QUINTA DOS COMPADRES - SERVIÇOS DE RESTAURAÇÃO, LDA",Município,Aveiro,5,3,0.6,2.322646800506916,77810.5,359.0,5,In observation
505948605|506887928,505948605,Município de Guimarães,506887928,"CDICEP - Central de Informação, Comunicação, Eventos e Publicações, Lda.",Município,Braga,5,3,0.6,2.322646800506916,209180.0,2.0,3,In observation
506037258|510680798,506037258,Município de Viana do Castelo,510680798,"J. BORDADOS, LDA.",Município,,5,3,0.6,2.322646800506916,59832.6,,2,In observation
506037258|514842091,506037258,Município de Viana do Castelo,514842091,"Flávio Cruz - Produções Audiovisuais, Unipessoal, Lda",Município,Viana do Castelo,5,3,0.6,2.322646800506916,79940.0,112.0,4,In observation
506159540|515263575,506159540,"Viver Santarém - Desporto e Lazer, E. M., S. A.",515263575,"Marketingable, Lda",Outro,Santarém,5,3,0.6,2.322646800506916,77550.0,8.0,3,In observation
506187543|515865486,506187543,Município de Palmela,515865486,"Mapas e Esboços - Unipessoal, Lda",Município,Setúbal,5,3,0.6,2.322646800506916,76800.0,216.0,5,In observation
506215547|515332208,506215547,Municipio de Bragança,515332208,"MACEDAGUASFAS, LDA",Outro,Braganca,5,3,0.6,2.322646800506916,119845.0,39.0,3,In observation
506321894|514604050,506321894,Município de Olhão,514604050,"Luis Soromenho Gomes Unipessoal, Lda.",Município,Faro,5,3,0.6,2.322646800506916,136800.0,290.0,4,In observation
506510476|505633469,506510476,Município de Gouveia,505633469,"BERNARDINO CASTRO - SERVIÇOS FESTIVOS, LDA",Município,Guarda,5,3,0.6,2.322646800506916,108450.0,128.0,4,In observation
506546381|514676272,506546381,Município de Figueiró dos Vinhos,514676272,"RRPROTEC - Soluções Tecnológicas, Lda",Município,Leiria,5,3,0.6,2.322646800506916,77246.0,0.0,4,In observation
506613399|513530061,506613399,Município de Góis,513530061,"Pedro P. Alves, Pedro J. Alves e Helena Mateus, Sociedade de Advogados, RL",Município,Coimbra,5,3,0.6,2.322646800506916,126000.0,549.0,5,In observation
506614913|505877287,506614913,Município de Vila Franca de Xira,505877287,"Sulmaré - Empresa de Pesca, Lda",Município,Lisboa,5,3,0.6,2.322646800506916,145873.49,313.0,5,In observation
506617599|509504345,506617599,Município de Esposende,509504345,ACEAAP - Agência de Competências e Estudos Avançados para a Administração Pública,Município,Braga,5,3,0.6,2.322646800506916,71850.0,415.0,5,In observation
506632938|500793263,506632938,Município de Paredes de Coura,500793263,Academia de Música de Viana do Castelo - Conservatória Regional do Alto Minho,Município,Viana do Castelo,5,3,0.6,2.322646800506916,90772.12,328.0,5,In observation
506651541|504682253,506651541,Município de Penedono,504682253,"Manuel Rodrigues, Lurdes Marques, Joaquim Ferreira &amp; Associados - Sociedade de Advogados, R.L.",Município,Viseu,5,3,0.6,2.322646800506916,134400.0,372.0,5,In observation
506656128|500326517,506656128,Município de Paredes,500326517,"CANDIDO JOSE RODRIGUES, SA",Município,Porto,5,3,0.6,2.322646800506916,129850.0,399.0,5,In observation
506656128|514871695,506656128,Município de Paredes,514871695,"António Francisco Pinheiro - Engenharia Unipessoal, Lda",Município,Porto,5,3,0.6,2.322646800506916,142790.0,96.0,4,In observation
506657957|506378802,506657957,Município de Penacova,506378802,"Lugar do Plano, Gestão do Território e Cultura, Lda",Município,Coimbra,5,3,0.6,2.322646800506916,129100.0,53.0,3,In observation
506673626|509744036,506673626,Município do Barreiro,509744036,INSTITUTO POLÍTICAS PÚBLICAS SOCIAIS,Município,Setúbal,5,3,0.6,2.322646800506916,86500.0,0.0,4,In observation
506695956|980385253,506695956,Município de Belmonte,980385253,"FCC AQUÁLIA, S.A",Município,Castelo Branco,5,3,0.6,2.322646800506916,191941.92,295.0,5,In observation
506728897|514728310,506728897,Município de Valença,514728310,"Agenda Urbana - Estudos e Consultoria, Sociedade Unipessoal, Lda.",Município,Viana do Castelo,5,3,0.6,2.322646800506916,102900.0,209.0,5,In observation
506730573|505613115,506730573,Município de Vila do Bispo,505613115,Quinta do Jugais - Comércio de Produtos Alimentares Lda.,Município,Faro,5,3,0.6,2.322646800506916,91597.6,358.0,5,In observation
506735524|508375266,506735524,Município de Vale de Cambra,508375266,"JUST LIKE YOU, UNIPESSOAL, LDA",Município,Aveiro,5,3,0.6,2.322646800506916,139620.0,364.0,5,In observation
506738914|514986212,506738914,Município de Tomar,514986212,"Cabreira Solutions, Lda",Município,Santarém,5,3,0.6,2.322646800506916,96997.0,148.0,4,In observation
506804240|504030680,506804240,Município de Lagoa,504030680,"Pedra Base, Formação Lda.",Município,Faro,5,3,0.6,2.322646800506916,84760.0,392.0,5,In observation
506822680|507523903,506822680,Município de Tondela,507523903,"Bdux Consulting, Lda",Município,Viseu,5,3,0.6,2.322646800506916,83850.0,193.0,5,In observation
506823318|502338547,506823318,Município de Grândola,502338547,PARQUES E JARDINS- PROJECTOS E CONSTRUÇÃO LDA,Município,Setúbal,5,3,0.6,2.322646800506916,175493.97999999998,162.0,4,In observation
506829260|513648380,506829260,Município do Peso da Régua,513648380,Parametro Luminoso Unipessoal Lda,Município,Vila Real,5,3,0.6,2.322646800506916,108435.0,171.0,4,In observation
506833224|504474170,506833224,Município de Vila Real de Santo António,504474170,"FNWAY - Consulting, Lda.",Município,Faro,5,3,0.6,2.322646800506916,134150.0,0.0,3,In observation
506834166|505261898,506834166,Município de Nelas,505261898,"Marques de Almeida J. Nunes V. Simões &amp; Associados, SROC, S.A.",Município,Viseu,5,3,0.6,2.322646800506916,71940.0,367.0,5,In observation
506901173|504041266,506901173,Município de Braga,504041266,"INOVA+ - Innovation Services, S.A.",Município,Braga,5,3,0.6,2.322646800506916,118830.0,100.0,4,In observation
507019997|UNKNOWN,507019997,FREGUESIA DE FIÃES,,António José Alves Pinto,Freguesia,Aveiro,5,3,0.6,2.322646800506916,113040.0,363.0,5,In observation
507021266|502726890,507021266,Entidade Reguladora da Saúde,502726890,"Inetum Tech Portugal, S.A.",Outro,Porto,5,3,0.6,2.322646800506916,126862.76,1.0,4,In observation
507236335|500853975,507236335,"Taviraverde - Empresa Municipal de Ambiente, E. M.",500853975,"Manuel Rui Azinhais Nabeiro, Lda",Outro,Faro,5,3,0.6,2.322646800506916,140318.43,316.0,4,In observation
507299523|502210753,507299523,Freguesia de Espite,502210753,"Agriportela - Sociedade Agrícola Portela &amp; Filhos, Lda.",Freguesia,Santarém,5,3,0.6,2.322646800506916,99207.0,321.0,5,In observation
507396081|513015175,507396081,"EMAC - Empresa Municipal de Ambiente de Cascais, E. M., S. A.",513015175,"EMRC Consulting, Lda",Outro,Lisboa,5,3,0.6,2.322646800506916,99210.0,294.0,5,In observation
507566343|513434631,507566343,"Óbidos Criativa, E. M.",513434631,"CAVALEIROS E FALCOEIROS D`RIBADOURO, LDA.",Outro,Leiria,5,3,0.6,2.322646800506916,89900.0,370.0,5,In observation
508100496|503552461,508100496,"CENTRO HOSP. DE TRÁS-OS-MONTES E ALTO DOURO, EPE",503552461,"Smith &amp; Nephew, Lda.",Outro,Vila Real,5,3,0.6,2.322646800506916,82031.37,55.0,4,In observation
508142156|510306802,508142156,"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E.",510306802,Active Sys,Hospital,Porto,5,3,0.6,2.322646800506916,112220.0,135.0,3,In observation
508313694|504104020,508313694,ACA - Associação Casa da Arquitectura,504104020,"RAMALHO &amp; REBELO DESIGN, LDA",Outro,Porto,5,3,0.6,2.322646800506916,72280.0,50.0,4,In observation
508808324|502801034,508808324,Entidade Regional de Turismo do Centro de Portugal,502801034,"Cofina Média, S.A.",Outro,,5,3,0.6,2.322646800506916,79634.76,267.0,5,In observation
509584888|500077568,509584888,"Vitrus Ambiente, E. M., S. A.",500077568,"CTT - Correios de Portugal, S.A.",Outro,Braga,5,3,0.6,2.322646800506916,241071.96,27.0,4,In observation
509960316|UNKNOWN,509960316,Ordem dos Nutricionistas,,CATHERINE ALVES PEREIRA,Outro,Porto,5,3,0.6,2.322646800506916,175500.0,25.0,3,In observation
510133088|512060924,510133088,Associação Nonagon - Parque de Ciência e Tecnologia de S. Miguel,512060924,"FIT - Fabrico e Instalações Técnicas, Ldª",Outro,Região Autónoma dos Açores,5,3,0.6,2.322646800506916,97632.0,343.0,4,In observation
510832873|513136282,510832873,Freguesia de Areeiro,513136282,"Create &amp; Care, Lda.",Freguesia,Lisboa,5,3,0.6,2.322646800506916,180397.99,222.0,4,In observation
510833071|504932756,510833071,Junta de Freguesia de Encosta do Sol,504932756,"Solgarden, Lda.",Freguesia,Lisboa,5,3,0.6,2.322646800506916,154248.0,0.0,3,In observation
511228848|508033128,511228848,"Serviço de Saúde da Região Autónoma da Madeira, E. P. E.",508033128,FARDIOPOT,Outro,Região Autónoma da Madeira,5,3,0.6,2.322646800506916,165530.0,159.0,4,In observation
511236417|511081200,511236417,Município da Ribeira Brava,511081200,"CARTONADA - Papelaria, Lda",Município,Região Autónoma da Madeira,5,3,0.6,2.322646800506916,97490.77,356.0,5,In observation
513025766|507830458,513025766,Comunidade Intermunicipal das Beiras e Serra da Estrela,507830458,Marca Liquida - Produções Lda,Outro,Guarda,5,3,0.6,2.322646800506916,159140.0,172.0,3,In observation
513606084|513191810,513606084,"Águas do Norte, S. A.",513191810,"H2OPT, Lda",Outro,Vila Real,5,3,0.6,2.322646800506916,167724.0,30.0,3,In observation
515545180|502604751,515545180,"Hospital de Braga, E. P. E.",502604751,"NOS COMUNICAÇÕES, SA",Hospital,Braga,5,3,0.6,2.322646800506916,83621.8,0.0,2,In observation
517622610|501989978,517622610,"Comissão de Coordenação e Desenvolvimento Regional de Lisboa e Vale do Tejo, I. P.",501989978,Quidgest-Consultores de Gestão S.A.,Outro,Lisboa,5,3,0.6,2.322646800506916,62703.2,28.0,2,In observation
600011712|512044635,600011712,Polícia Judiciária,512044635,"GALP Açores, SA",Outro,Região Autónoma dos Açores,5,3,0.6,2.322646800506916,66207.12,322.0,5,In observation
600015270|510798381,600015270,Escola Secundária de Penafiel,510798381,"Páginas de Razão, Padaria e Pastelaria, Lda.",Outro,Porto,5,3,0.6,2.322646800506916,113218.9,343.0,5,In observation
600021610|509596452,600021610,Estado-Maior do Exército,509596452,Riopele Fashion Solutions S.A.,Outro,Santarém,5,3,0.6,2.322646800506916,87418.78,0.0,2,In observation
600080781|508808766,600080781,"Agrupamento de Escolas de Almancil, Loulé",508808766,"Falquimica Unipessoal,Lda",Outro,Faro,5,3,0.6,2.322646800506916,102682.32,314.0,5,In observation
600081060|501476180,600081060,Agrupamento de Escolas de Fronteira,501476180,"Aviludo - Indústria e Comércio de Produtos Alimentares, S.A.",Outro,Portalegre,5,3,0.6,2.322646800506916,90812.43,322.0,5,In observation
600081125|515064866,600081125,Secretaria Geral da Economia,515064866,"FOLLOW ASTERISK - SOCIEDADE DE SERVIÇOS INFORMÁTICOS, LDA",Outro,Lisboa,5,3,0.6,2.322646800506916,87686.0,112.0,4,In observation
600082490|510401040,600082490,Autoridade Nacional de Protecção Civil,510401040,"Uniksystem, Lda",Outro,Lisboa,5,3,0.6,2.322646800506916,98801.0,339.0,4,In observation
600086607|508808766,600086607,"Agrupamento de Escolas de Albufeira Poente, Albufeira",508808766,Falquímica,Outro,Faro,5,3,0.6,2.322646800506916,107375.83,0.0,4,In observation
680012907|503989150,680012907,Serviços Municipalizados de Saneamento Básico de Viana do Castelo,503989150,"MESQUITA GUIMARÃES - AGRO FLORESTAL, LDA",Outro,Viana do Castelo,5,3,0.6,2.322646800506916,97165.0,192.0,5,In observation
501102752|510610404,501102752,Município de Amarante,510610404,"Páginas e Coordenadas, Lda",Município,Porto,7,4,0.5714285714285714,2.2002467218346924,124000.0,0.0,1,In observation
501112049|515389064,501112049,Município de Serpa,515389064,"Rascunho Invisível - Comunicação e Markting, Ldª",Município,Beja,7,4,0.5714285714285714,2.2002467218346924,156132.0,70.0,5,In observation
501306269|504378007,501306269,Município de Ovar,504378007,"LOGDOMUS - CONSTRUÇÕES, LDA",Município,Aveiro,7,4,0.5714285714285714,2.2002467218346924,174598.0,330.0,7,In observation
501559094|505471035,501559094,Universidade Nova de Lisboa,505471035,Falcão de Campos Arquitecto Lda.,Outro,Lisboa,7,4,0.5714285714285714,2.2002467218346924,118270.0,45.0,4,In observation
505181266|514932589,505181266,Município de Leiria,514932589,NATIVEWARRIORS UNIPESSOAL LDA,Município,Leiria,7,4,0.5714285714285714,2.2002467218346924,183650.0,0.0,4,In observation
505456010|500246530,505456010,Município da Amadora,500246530,SERVISAN PRODUTOS HIGIENE SA,Município,Lisboa,7,4,0.5714285714285714,2.2002467218346924,216561.44,0.0,3,In observation
505592959|502784164,505592959,Município de Fornos de Algodres,502784164,"Multiaveiro, Projetos de Formação e Investimento, L.da",Município,Guarda,7,4,0.5714285714285714,2.2002467218346924,118209.75,196.0,6,In observation
506605930|508930782,506605930,Município de Ansião,508930782,"Jorge Coutinho, Lda",Município,Leiria,7,4,0.5714285714285714,2.2002467218346924,126300.0,260.0,7,In observation
506663264|514717610,506663264,Município de Vila Nova de Famalicão,514717610,"MALVALUNAR UNIPESSOAL, LDA",Município,Braga,7,4,0.5714285714285714,2.2002467218346924,204154.0,0.0,5,In observation
506697339|502217243,506697339,Município de Macedo de Cavaleiros,502217243,COOPINFORMAÇÃO E CULTURA MACEDO CAVALEIROS,Município,Braganca,7,4,0.5714285714285714,2.2002467218346924,185000.0,323.0,7,In observation
506753905|510170641,506753905,Município de Tarouca,510170641,"Cinebox, Lda",Município,Viseu,7,4,0.5714285714285714,2.2002467218346924,148925.0,265.0,6,In observation
506783146|513853855,506783146,Município de Albergaria-a-Velha,513853855,"Nuno Zamaro, Lda",Município,Aveiro,7,4,0.5714285714285714,2.2002467218346924,139200.0,74.0,6,In observation
506818829|502413603,506818829,Município de Oliveira do Hospital,502413603,"PH - Informática e Micro Sistemas, S.A.",Hospital,Coimbra,7,4,0.5714285714285714,2.2002467218346924,156000.0,176.0,7,In observation
506851168|515521108,506851168,Município de Mogadouro,515521108,Sabedoria Aderente - Unipessoal Lda.,Município,Braganca,7,4,0.5714285714285714,2.2002467218346924,147180.0,343.0,5,In observation
506852032|503195758,506852032,Município de Sernancelhe,503195758,"CGTA - Centro Tecnologico de Gestão Ambiental, Lda",Município,Viseu,7,4,0.5714285714285714,2.2002467218346924,130404.84,63.0,6,In observation
506882713|505078449,506882713,Município de Sátão,505078449,Macroconstrução - comércio de materiais de construção  Lda,Município,Viseu,7,4,0.5714285714285714,2.2002467218346924,127385.9,175.0,6,In observation
506884937|510502890,506884937,Município de Freixo de Espada à Cinta,510502890,"António Louças, Unipessoal, Lda.",Município,Braganca,7,4,0.5714285714285714,2.2002467218346924,174817.75,239.0,6,In observation
506886964|515212261,506886964,Município de Boticas,515212261,"LIVRARIA PAPELARIA SUPERSÓNICA, UNIPESSOAL, LDA.",Município,Vila Real,7,4,0.5714285714285714,2.2002467218346924,140187.43,356.0,7,In observation
506892646|510170641,506892646,Município de São João da Pesqueira,510170641,"CINEBOX, LDA",Município,Viseu,7,4,0.5714285714285714,2.2002467218346924,115525.0,299.0,7,In observation
507330609|508984629,507330609,Freguesia de Marvila,508984629,"Saudades Sénior Unipessoal, Lda.",Freguesia,Lisboa,7,4,0.5714285714285714,2.2002467218346924,180450.0,300.0,6,In observation
508094461|502772298,508094461,"Unidade Local de Saúde do Norte Alentejano, E. P. E.",502772298,"SISQUAL - E,PRESA DE INV. E DESENV DE SISTEMAS INFORMÁTICOS",Hospital,Portalegre,7,4,0.5714285714285714,2.2002467218346924,141954.0,248.0,7,In observation
508354617|504344285,508354617,Comunidade Intermunicipal da Região de Coimbra,504344285,"Sérvulo &amp; Associados - Sociedade de Advogados, S.P., R.L.",Outro,Coimbra,7,4,0.5714285714285714,2.2002467218346924,163025.0,83.0,6,In observation
513606084|502991771,513606084,"Águas do Norte, S. A.",502991771,"Nuno Cerejeira Namora, Pedro Marinho Falcão &amp; Associados, Soc. de Advogados, RL",Outro,Vila Real,7,4,0.5714285714285714,2.2002467218346924,271688.0,57.0,5,In observation
515332607|500135932,515332607,"RSTJ - Gestão e Tratamento Resíduos, E. I. M., S. A.",500135932,Ibermetais S.A,Outro,Santarém,7,4,0.5714285714285714,2.2002467218346924,133570.0,156.0,5,In observation
600076008|502295864,600076008,Agrupamento de Escolas de Cinfães,502295864,"ANTONIO DE SOUSA MONTEIRO &amp; FILHOS, LDA",Outro,Viseu,7,4,0.5714285714285714,2.2002467218346924,134402.7,354.0,7,In observation
600076954|509504949,600076954,"Agrupamento de Escolas Domingos Sequeira, Leiria",509504949,"Pink Frog, Lda",Outro,Leiria,7,4,0.5714285714285714,2.2002467218346924,136032.0,261.0,7,In observation
600088103|UNKNOWN,600088103,Secretaria-Geral do Governo,,Integrated Biometrics LCC,Outro,Lisboa,7,4,0.5714285714285714,2.2002467218346924,280500.0,0.0,1,In observation
680017763|503075736,680017763,Serviços Municipalizados de Água e Saneamento de Almada,503075736,"A2O – Água, Ambiente e Organização, Lda.",Outro,Setúbal,7,4,0.5714285714285714,2.2002467218346924,114001.83,171.0,5,In observation
509186998|503047201,509186998,"Centro Hospitalar Barreiro Montijo, E. P. E.",503047201,"C S L BEHRING UNIPESSOAL,LDA.",Hospital,Setúbal,42,22,0.5238095238095238,1.9962465907143196,879279.8500000001,0.0,7,In observation
500051054|513229248,500051054,Câmara Municipal de Almada,513229248,"WAYMOTION, LDA:",Município,Setúbal,6,3,0.5,1.8942465251541332,183430.0,245.0,5,In observation
500051062|502137770,500051062,Município de Sintra,502137770,"CONTENUR Portugal-Industria e Comercio de Materiais Plasticos, SA",Município,Lisboa,6,3,0.5,1.8942465251541332,110134.0,40.0,6,In observation
500051070|501913769,500051070,Município de Lisboa,501913769,"Pinkplate Impressão, S.A.",Município,Lisboa,6,3,0.5,1.8942465251541332,115723.0,46.0,5,In observation
500225680|514896981,500225680,"Rádio e Televisão de Portugal, S. A.",514896981,"Villa Prata - Design e Eventos, Lda.",Outro,Lisboa,6,3,0.5,1.8942465251541332,104660.79,170.0,5,In observation
500745943|514850108,500745943,Município de Oeiras,514850108,"EFW Consulting - Engenheiros Consultores, Lda.",Município,Lisboa,6,3,0.5,1.8942465251541332,142179.0,211.0,5,In observation
500792771|514119667,500792771,Banco de Portugal,514119667,"Human2Human - Consultores de Recursos Humanos, Lda.",Outro,Lisboa,10,5,0.5,1.8942465251541332,632669.0,8.0,6,In observation
501091823|504747215,501091823,Município de Felgueiras,504747215,"Manuel Nunes da Costa, Lda",Município,Porto,6,3,0.5,1.8942465251541332,119030.4,288.0,6,In observation
501091823|506378802,501091823,Município de Felgueiras,506378802,"Lugar do Plano - Gestão do Território e Cultura, Lda.",Município,Porto,6,3,0.5,1.8942465251541332,88100.0,201.0,5,In observation
501129103|506126790,501129103,Município de Mora,506126790,"Pocalentejo, Apoio Contabilístico, Fiscal, Informático e Formação, Lda",Município,Évora,6,3,0.5,1.8942465251541332,81000.0,231.0,5,In observation
501138960|508919061,501138960,Município de Valongo,508919061,"Lusoinfo II, multimédia, S.A.",Município,Porto,8,4,0.5,1.8942465251541332,190540.52,9.0,5,In observation
501176080|515771473,501176080,"Instituto dos Vinhos do Douro e do Porto, I. P.",515771473,"ISAÍAS SA BARBOSA, UNIPESSOAL, LDA.",Instituto,Vila Real,6,3,0.5,1.8942465251541332,89250.13,35.0,2,In observation
501190082|501916997,501190082,Município de Estarreja,501916997,Associação de Andebol de Aveiro,Município,Aveiro,6,3,0.5,1.8942465251541332,97500.0,253.0,6,In observation
501227490|513924256,501227490,Município de Ferreira do Alentejo,513924256,"Terra Graciosa Unipessoal,  Lda",Município,Beja,6,3,0.5,1.8942465251541332,212962.0,92.0,3,In observation
501275380|500917477,501275380,Município de Condeixa-a-Nova,500917477,Casa do Frio,Município,Coimbra,8,4,0.5,1.8942465251541332,155387.94,140.0,6,In observation
501288120|504615947,501288120,Município de Alvito,504615947,"Meo-Serviços de Comunicações e Multimédia, S.A",Município,Beja,6,3,0.5,1.8942465251541332,95517.98000000001,0.0,3,In observation
501294996|504747185,501294996,Município de Loures,504747185,RTS - Cooperativa Rádio Táxis,Município,Lisboa,6,3,0.5,1.8942465251541332,194001.36,0.0,3,In observation
501294996|510728189,501294996,Município de Loures,510728189,"Iten Solutions - Sistemas de Informação , S.A",Município,Lisboa,6,3,0.5,1.8942465251541332,159337.58000000002,134.0,5,In observation
501305564|508203937,501305564,Município da Chamusca,508203937,"RFP Audiovisuais - Imagem e Comunicação, Lda",Município,Santarém,6,3,0.5,1.8942465251541332,94480.0,347.0,6,In observation
501305912|500243719,501305912,Município de Matosinhos,500243719,Securitas-Serviços de tecnologias e vigilância S.A,Município,Porto,6,3,0.5,1.8942465251541332,378394.76,0.0,4,In observation
501306099|500912645,501306099,Município do Porto,500912645,Ernst &amp; Young S.A.,Município,Porto,6,3,0.5,1.8942465251541332,266433.0,47.0,4,In observation
501306099|501860584,501306099,Município do Porto,501860584,"Manuel Fernandes de Sá, Lda.",Município,Porto,6,3,0.5,1.8942465251541332,199392.0,340.0,6,In observation
501306099|505046547,501306099,Município do Porto,505046547,"Linkcom, Sistemas de Informação, S.A.",Município,Porto,6,3,0.5,1.8942465251541332,382992.9,39.0,5,In observation
501306870|507650387,501306870,Município de Santo Tirso,507650387,"SKILLMIND - CONSULTADORIA E SISTEMAS DE INFORMAÇÃO, SA",Município,Porto,6,3,0.5,1.8942465251541332,458444.0,196.0,5,In observation
501328599|506210855,501328599,Autoridade de Supervisão de Seguros e Fundos de Pensões (ASF),506210855,"RELOAD – CONSULTORIA INFORMÁTICA, LDA.",Outro,Lisboa,6,3,0.5,1.8942465251541332,245101.3,183.0,4,In observation
501413197|503183997,501413197,Universidade do Porto,503183997,LACTOGAL - PRODUTOS ALIMENTARES S A,Outro,Porto,6,3,0.5,1.8942465251541332,136361.88,74.0,5,In observation
501442600|501413197,501442600,Centro de Emprego e Formação Profissional do Porto,501413197,Universidade do Porto,Outro,Porto,6,3,0.5,1.8942465251541332,107985.0,4.0,3,In observation
501442600|504060775,501442600,"Instituto do Emprego e Formação Profissional, IP",504060775,"55 - Engenharia e Gestão Projecto, Ld.ª",Instituto,Guarda,8,4,0.5,1.8942465251541332,152605.0,7.0,5,In observation
501461108|507491300,501461108,Universidade de Aveiro,507491300,"Bullet Solutions - Sistemas de Informação, S.A.",Outro,Aveiro,6,3,0.5,1.8942465251541332,177725.0,134.0,6,In observation
501559094|502768118,501559094,Universidade Nova de Lisboa,502768118,"Sagies-Segurança, Higiene e Saúde no Trabalho, S.A.",Outro,Lisboa,6,3,0.5,1.8942465251541332,202806.2,0.0,3,In observation
